,Header,x,y,lat,lon,heading,steer,distance,carvature,velocity,timeInterval,status,timestamp,type
30,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21756243705749512,bad,1594901221857,GPS
31,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22050905227661133,bad,1594901222077,GPS
32,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21815824508666992,bad,1594901222294,GPS
33,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21454119682312012,bad,1594901222510,GPS
34,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.2230851650238037,bad,1594901222733,GPS
35,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21641254425048828,bad,1594901222950,GPS
36,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.216078519821167,bad,1594901223166,GPS
37,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22395753860473633,bad,1594901223390,GPS
38,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21575379371643066,bad,1594901223605,GPS
39,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21663165092468262,bad,1594901223822,GPS
40,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22279810905456543,bad,1594901224045,GPS
41,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21783876419067383,bad,1594901224262,GPS
42,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21486163139343262,bad,1594901224477,GPS
43,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.224409818649292,bad,1594901224702,GPS
44,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21518278121948242,bad,1594901224917,GPS
45,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21906733512878418,bad,1594901225135,GPS
46,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22127723693847656,bad,1594901225357,GPS
47,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21658682823181152,bad,1594901225574,GPS
48,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.217057466506958,bad,1594901225790,GPS
49,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22300386428833008,bad,1594901226014,GPS
50,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21563982963562012,bad,1594901226230,GPS
51,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21744036674499512,bad,1594901226447,GPS
52,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22221589088439941,bad,1594901226669,GPS
53,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.2170886993408203,bad,1594901226886,GPS
54,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.2160496711730957,bad,1594901227102,GPS
55,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22657012939453125,bad,1594901227328,GPS
56,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21746540069580078,bad,1594901227546,GPS
57,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21345829963684082,bad,1594901227760,GPS
58,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22263860702514648,bad,1594901227983,GPS
59,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21711492538452148,bad,1594901228200,GPS
60,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.2167491912841797,bad,1594901228416,GPS
61,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.2231607437133789,bad,1594901228639,GPS
62,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.2154710292816162,bad,1594901228855,GPS
63,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.21675562858581543,bad,1594901229072,GPS
64,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,-0.7948010150922875,0.0,-inf,3.605551275463989,0.22299408912658691,bad,1594901229295,GPS
