,Header,x,y,lat,lon,heading,distance,carvature,velocity,timeInterval,status,timestamp,type
38,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689689190,GPS
39,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689689409,GPS
40,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689689628,GPS
41,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689689847,GPS
42,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689690065,GPS
43,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689690285,GPS
44,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689690502,GPS
45,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689690722,GPS
46,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689691159,GPS
47,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689691377,GPS
48,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689691596,GPS
49,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689691815,GPS
50,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689692034,GPS
51,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689692253,GPS
52,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689692471,GPS
53,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689692690,GPS
54,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689692908,GPS
55,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689693346,GPS
56,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689693565,GPS
57,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689693785,GPS
58,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689694002,GPS
59,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689694221,GPS
60,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689694440,GPS
61,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689694659,GPS
62,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689694874,GPS
63,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689695202,GPS
64,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689695422,GPS
65,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689695640,GPS
66,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689695859,GPS
67,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689696078,GPS
68,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689696297,GPS
69,b'$GPFPD,746407.984620437,2549558.7858945266,23.0363966,113.3909204,264.316,0.0,,3.605551275463989,0,bad,1594689696515,GPS
